sub_task_id,task_id,category,task,sub_task
214,43,['Programming and Technology'],Debugging Code.,"Fix the bugs in the following PHP script that processes form data:
    
    ```php
    <?php
    if ($_POST[""submit""]) {
        $name = $_POST[""name""];
        $email = $_POST[""email""];
        
        if ($name == """" || $email == NULL) {
            echo ""Error: Name and email are required."";
        } else {
            echo ""Hello, "" . $name . "". Your email is: "" . $email;
        }
    }
    ?>
    ```
    
    Identify and fix the issues related to accessing form data and handling empty values."
215,43,['Programming and Technology'],Debugging Code.,"Debug the following SQL query that retrieves data from multiple tables:
    
    ```sql
    SELECT users.name, orders.amount 
    FROM users, orders 
    WHERE users.id = orders.user_id
    AND orders.date > '2023-01-01'
    GROUP BY users.name;
    ```
    
    The query has an issue with the `GROUP BY` clause. Fix it to ensure it retrieves correct order amounts per user."
216,44,"['Programming and Technology', 'Logical Reasoning']",Interactive Q&A for Code.,"Answer the following question about improving sorting algorithm performance:
    
    *Question:*  
    ""I have an array of 1 million integers that I need to sort as quickly as possible. I’m currently using Bubble Sort, but it’s too slow. What alternative sorting algorithm should I use, and why?""  
    Provide a detailed explanation, including time complexity analysis and when to use different sorting algorithms."
217,44,"['Programming and Technology', 'Logical Reasoning']",Interactive Q&A for Code.,"Provide guidance on implementing error handling in the following Python script:
    
    ```python
    def divide_numbers(a, b):
        return a / b
    
    print(divide_numbers(10, 0))  # This raises an error
    ```
    
    *Question:*  
    ""How can I modify this function to handle division errors gracefully?""  
    Explain how to implement proper exception handling and return meaningful error messages."
218,44,"['Programming and Technology', 'Logical Reasoning']",Interactive Q&A for Code.,"Assist with debugging the following JavaScript code that interacts with a web API:
    
    ```javascript
    fetch('https://api.example.com/data')
      .then(response => console.log(response.json()))
      .catch(error => console.log(""Error fetching data: "" + error));
    ```
    
    *Question:*  
    ""The API request does not work as expected. The response always logs `Promise { <pending> }`. What's wrong with my code, and how do I fix it?""  
    Identify the issue and provide a corrected version of the script."
219,44,"['Programming and Technology', 'Logical Reasoning']",Interactive Q&A for Code.,"Explain how to optimize the following SQL query for faster performance:
    
    ```sql
    SELECT * FROM orders WHERE customer_id IN (SELECT id FROM customers WHERE region = 'North America');
    ```
    
    *Question:*  
    ""This query is slow when running on a large dataset. How can I optimize it for better performance?""  
    Provide indexing strategies, query restructuring techniques, and potential alternatives like JOINs."
220,44,"['Programming and Technology', 'Logical Reasoning']",Interactive Q&A for Code.,"Help refactor the following piece of legacy code for better readability:
    
    ```python
    def process_data(data):
        result = []
        for i in range(len(data)):
            if data[i] % 2 == 0:
                result.append(data[i] * 2)
            else:
                result.append(data[i] + 1)
        return result
    ```
    
    *Question:*  
    ""This function works, but it looks messy. How can I rewrite it to be more readable and Pythonic?""  
    Suggest a refactored version using list comprehensions or other best practices."
221,45,['Programming and Technology'],Generating Code.,Generate a Python script to scrape data from a website.
222,45,['Programming and Technology'],Generating Code.,Write a Java program to simulate a simple banking system.
223,45,['Programming and Technology'],Generating Code.,Create a JavaScript code to validate user input in a web form.
224,45,['Programming and Technology'],Generating Code.,Develop a C# application to manage a library's book inventory.
225,45,['Programming and Technology'],Generating Code.,Write a SQL query to calculate the total sales for a specific period.
226,46,"['Programming and Technology', 'Logical Reasoning']",Adding Comments to Code.,"Add comments to the following Python script that performs data analysis:
    
    ```python
    import pandas as pd
    
    data = pd.read_csv('data.csv')
    avg_value = data['value'].mean()
    
    if avg_value > 50:
        print(""High average value:"", avg_value)
    else:
        print(""Low average value:"", avg_value)
    ```
    
    Your task is to annotate this script with meaningful comments explaining each step."
227,46,"['Programming and Technology', 'Logical Reasoning']",Adding Comments to Code.,"Annotate the following Java program that implements a binary search algorithm:
    
    ```java
    public class BinarySearch {
        public static int search(int[] arr, int target) {
            int left = 0, right = arr.length - 1;
            while (left <= right) {
                int mid = left + (right - left) / 2;
                if (arr[mid] == target)
                    return mid;
                if (arr[mid] < target)
                    left = mid + 1;
                else
                    right = mid - 1;
            }
            return -1;
        }
        
        public static void main(String[] args) {
            int[] numbers = {1, 3, 5, 7, 9, 11};
            System.out.println(search(numbers, 7)); // Expected output: 3
        }
    }
    ```
    
    Your task is to add explanatory comments to improve readability."
228,46,"['Programming and Technology', 'Logical Reasoning']",Adding Comments to Code.,"Comment the following C++ code that simulates a simple game:
    
    ```cpp
    #include <iostream>
    #include <cstdlib>
    #include <ctime>

    int main() {
        srand(time(0));
        int target = rand() % 10 + 1;
        int guess;

        do {
            std::cout << ""Guess a number (1-10): "";
            std::cin >> guess;
            if (guess < target)
                std::cout << ""Too low!
"";
            else if (guess > target)
                std::cout << ""Too high!
"";
        } while (guess != target);

        std::cout << ""You guessed it!
"";
        return 0;
    }
    ```
    
    Your task is to add inline and block comments explaining the logic behind this number-guessing game."
229,46,"['Programming and Technology', 'Logical Reasoning']",Adding Comments to Code.,"Add detailed comments to the following PHP script for user authentication:
    
    ```php
    <?php
    session_start();
    
    $users = [""admin"" => ""password123"", ""user"" => ""mypassword""];
    
    if ($_SERVER[""REQUEST_METHOD""] == ""POST"") {
        $username = $_POST[""username""];
        $password = $_POST[""password""];
        
        if (isset($users[$username]) && $users[$username] == $password) {
            $_SESSION[""user""] = $username;
            echo ""Login successful!"";
        } else {
            echo ""Invalid credentials."";
        }
    }
    ?>
    ```
    
    Your task is to add meaningful comments to describe session handling and user authentication."
230,46,"['Programming and Technology', 'Logical Reasoning']",Adding Comments to Code.,"Annotate the following JavaScript code that creates dynamic web content:
    
    ```javascript
    document.addEventListener(""DOMContentLoaded"", function() {
        let button = document.createElement(""button"");
        button.innerText = ""Click Me"";
        document.body.appendChild(button);
        
        button.addEventListener(""click"", function() {
            let div = document.createElement(""div"");
            div.innerText = ""You clicked the button!"";
            document.body.appendChild(div);
        });
    });
    ```
    
    Your task is to add comments explaining event handling and DOM manipulation in this script."
231,47,"['Mathematics and Numbers', 'Logical Reasoning']",Answering Math Questions.,"Solve the following advanced calculus problem involving the derivative of a function:

    *Problem:*  
    Find the derivative of the function:
    
    \[
    f(x) = x^3 e^{-2x} + rac{\ln(x)}{x}
    \]
    
    Provide a step-by-step solution, using both the product rule and quotient rule where needed."
232,47,"['Mathematics and Numbers', 'Logical Reasoning']",Answering Math Questions.,"Answer the following complex algebra question with step-by-step explanations:

    *Problem:*  
    Let \( A \) and \( B \) be two matrices:
    
    \[
    A = egin{bmatrix} 1 & 2 \ 3 & 4 \end{bmatrix},  
    B = egin{bmatrix} 5 & 6 \ 7 & 8 \end{bmatrix}
    \]
    
    Compute \( AB - BA \).  
    Provide a detailed explanation, including intermediate steps."
